Time;Day;Hour;Rownum;L1547777_x;L1022212_x;L1100545_x;L1132034_x;L1132035_x;L1143298_x;L1384705_x;L264453_x;L264454_x;L100353;L100354;L1022209;L1022212;L1089541;L1100545;L1132034;L1132035;L1132037;L1132038;L1143298;L1322753;L1384705;L1391361;L1456129;L1547777;L1598466;L1618689;L1618690;L264453;L264454;L280833;L311809;L313089;L313090;L313857;L314626;L317441;L420353;L442882;L529922;L67074;L74497;L74498;L74499;L75267;L75522;L82947;L82948;L88321;L88322;L92673
1494453600;4;22;212;26;20;20;20;20;12;10;20;20;32,34;19,36;0,76;0,03;0,25;22,26;5,51;1,87;10,79;7,14;2,45;20,54;10,13;34,19;72,09;10,11;5,24;18,7;26,56;0;0,12;20,91;54,44;17,48;35,05;43,55;53,33;69,03;65,61;15,21;62,8;6,3;3,41;22,69;3,86;29,36;62,15;1,97;0;82,21;150,55;54,6
1494457200;4;23;213;26;20;20;20;20;12;10;20;20;32,52;19,05;0,42;0,01;0,38;16,57;6,26;1,23;10,11;6,43;1,1;16,28;8,52;28;60,72;8,91;4,56;15,66;24,63;0;0;20,69;41,36;15,09;27,57;31,41;47,48;58,81;54,7;14,16;54,01;4,27;3,03;20,44;3,61;25,13;60,31;0,58;0;74,91;120,66;48,15
1494460800;5;0;214;26;20;20;20;20;12;10;20;20;22,64;11,72;0,1;0;0,59;10,6;2,76;0,42;5,55;3,99;2,37;11,68;4,51;21,52;48,35;4,5;3,85;10,88;18,04;0;0;14,94;30,19;10,1;19,86;23,67;38,45;46,84;39,72;11,01;43,65;2,77;3,07;15,27;2,81;15,29;45,07;0,01;0,02;56,16;90,14;33,81
1494464400;5;1;215;26;20;20;20;20;12;10;20;20;14,79;9,82;0,02;0;0,25;7,71;0,48;0,15;5,26;3,4;1,81;10,19;4,28;16;37,11;3,19;2,57;7,41;14,07;0;0;10,15;26;8,46;15,93;17,97;28,3;37,62;30,08;6,6;34,16;1,86;2,98;9,84;2,87;10,65;34,91;0,05;0,05;38,85;67,17;26,19
1494468000;5;2;216;26;20;20;20;20;12;10;20;20;10,5;8,38;0,04;0;0,04;6,64;0,6;0,13;5,05;3,87;0,95;8,1;3,82;15,17;26,68;1,8;2,43;6,17;11,59;0;0;6,77;24,3;6,27;11,54;16,92;21,29;30,57;26,79;6,83;30,3;1,97;2,24;10,92;2,25;8,26;26,96;0,02;0,05;31,46;57,04;19,92
1494471600;5;3;217;26;20;20;20;20;12;10;20;20;10,94;7,73;0,04;0;0,09;5,18;0,61;0,14;4,61;3,75;0,47;7,96;2,44;12,95;20,98;2,09;2,35;5,23;10,38;0;0;4,78;21,5;6,83;10,29;14,38;19,39;26,71;24,99;6,36;30,41;1,78;2,15;10,08;2,33;8,38;22,42;0,03;0,03;30,29;49,2;18,1
1494475200;5;4;218;26;20;20;20;20;12;10;20;20;11,03;7,04;0,03;0;0,02;3,71;1,27;0,55;4,24;2,25;1,36;7,63;3,25;11,58;21,29;2,07;2,35;4,88;8,05;0;0;3,92;18,83;6,37;9,93;9,77;16,3;23,56;24,17;6,49;27,47;1,87;2,57;6,58;2,27;6,55;18,61;0,02;0;28,19;42,99;18,44
1494478800;5;5;219;26;20;20;20;20;12;10;20;20;11,89;6,31;0,38;0;0,06;4,15;1,5;0,2;4,95;2,79;0,97;8,15;2,81;12,07;20,8;1,69;2,31;6,59;8,52;0;0,08;4,6;18,82;6,4;10,27;11,43;17,39;26,95;26,11;5,5;27,92;2,94;2,44;7,84;2,43;7,82;18,32;0,01;0;28,27;45,69;19,26
1494482400;5;6;220;26;20;20;20;20;12;10;20;20;13,05;7,86;1,71;0,01;0,3;8,77;1,43;0,59;7,69;4,36;0,78;10,05;4,16;14,92;24,85;3,24;2,9;12,18;10,2;0;0,34;7,83;21,6;5,19;12,05;15,59;18,66;35,83;35,18;5,99;30,32;10,3;5,51;10,8;3,29;10,48;20,28;0,03;0;40,41;54,24;23,1
1494486000;5;7;221;26;20;20;20;20;12;10;20;20;16,98;11,13;3,95;0,03;2,08;12,11;1,8;1,16;11,96;9,58;1,76;14,29;7,54;19,75;30,01;6,67;2,12;19,75;12,13;0;0,59;15,26;28,23;6,81;16,64;30,22;26,56;37,3;48,46;6,34;37,73;18,68;12,54;20,36;5,91;16,85;30,13;0,11;0,14;69,39;67,54;34,23
1494489600;5;8;222;26;20;20;20;20;12;10;20;20;18,85;10,23;6,14;0,06;4,52;19,22;3,49;1,01;20,5;18,38;1,8;27,66;9,34;20,71;36,49;8,19;2,03;25,66;14,16;0,01;1,25;19,86;30,45;9,29;18,56;39,45;34,37;35,89;68,04;7,61;45,02;22,99;26,16;25,78;11,02;22,68;41,64;0,31;0,05;90,03;88,06;42,99
1494493200;5;9;223;26;20;20;20;20;12;10;20;20;18,66;5,71;4,03;0,01;10,07;29,25;4,44;1,1;21,51;22,46;2,71;31,42;9,47;18,92;37,85;8,71;2,75;23,12;13,68;0;0,84;21,7;29,51;11,99;16,05;33,25;43,53;34,48;80,15;9,38;53,57;18,92;31,62;27,71;18,6;18,55;51,41;0,72;0,55;88,33;97,31;37,84
1494496800;5;10;224;26;20;20;20;20;12;10;20;20;18,82;6,74;1,98;0,03;12,21;32,48;4,93;1,01;24,31;21,87;4,03;33,35;7,15;19,95;40,01;6,04;2,63;19,81;12,49;0;0,46;27,01;25,89;12,36;17,15;32,75;43,73;34,05;82,47;9,23;57,23;13,8;32,45;23,17;19,65;18,44;57,64;0,73;0,02;91,29;106,61;40,17
1494500400;5;11;225;26;20;20;20;20;12;10;20;20;19,86;6,34;1,86;0,02;14,83;34,46;4,33;0,97;22,9;23,92;4,26;37,28;9,42;16,86;46,09;6,97;2,49;23,05;11,56;0,01;0,45;31,38;23,56;14,94;17,12;32,15;49,48;37,09;78,52;9,36;60,45;15,49;36,51;27,77;17,01;18,85;58,56;1,17;0,02;98,06;114,26;40,46
1494504000;5;12;226;26;20;20;20;20;12;10;20;20;22,97;9,97;1,92;0,04;10,39;36,46;4,47;2,26;20,45;23,48;3,15;30,45;9,65;17,82;41,59;5,49;1,96;22,59;14,52;0;0,46;33,34;25,03;16,81;16,5;31,72;49,35;37,15;80,49;7,34;61,15;16,52;37,78;30,94;20,01;19,83;62,7;1,56;0,07;102,03;114,62;41,5
1494507600;5;13;227;26;20;20;20;20;12;10;20;20;23,71;8,81;1,73;0,04;10,83;38,89;6,35;2,55;20,07;25,37;2,42;32,08;15,18;16,56;38,99;3,52;1,93;25,16;13,22;0;0,36;29,72;23,57;16,12;13,83;29,65;47,56;31,29;85,07;6,84;56,6;16,52;33,44;31,77;22,09;18,66;62,8;0,87;0;102,35;106,11;48,58
1494511200;5;14;228;26;20;20;20;20;12;10;20;20;25,64;8,87;7,18;0,06;12,2;38,38;5,09;1,62;18,95;25,75;2,8;22,91;11,91;15,09;42,91;4,57;2,19;22,93;12,54;0,03;1,26;34,08;19,06;16,54;16,85;29,66;42,38;32,4;86,1;6,87;52,11;19,13;30,72;24,18;19,74;21,25;61,31;0,84;0,05;103,93;113,87;46,99
1494514800;5;15;229;26;20;20;20;20;12;10;20;20;25,24;10,65;5,39;0,11;9,05;32,47;5,39;1,16;19,04;21,75;3,53;17,14;11,08;16,28;51,25;3,7;2,82;26,84;15,65;0,05;0,78;31,24;20,63;12,71;18,89;36,91;27,56;34,27;84,34;7,8;52,54;21,87;23,48;24,27;18,12;26,49;59,43;1,45;0,02;107,63;114,5;48,56
1494518400;5;16;230;26;20;20;20;20;12;10;20;20;26,19;11,72;5,25;0,19;3,91;27,33;5,48;1;16,19;17,1;3,56;16,54;11,14;20,15;48,75;5;2,69;27,9;17,1;0,02;0,87;32,42;25,67;18,05;21,92;39,69;29,33;41,3;66,84;9,37;55,67;20,9;22,05;24,12;14,93;36,14;59,39;0,58;0,06;111,07;125,27;48,37
1494522000;5;17;231;26;20;20;20;20;12;10;20;20;30,09;12,33;2,73;0,11;1,43;21,6;6,55;0,96;16,39;11,49;2,15;21,58;12,79;24,31;51,58;7,83;3,72;26,39;19,83;0,02;0,7;29,35;28,23;15,08;20,45;40,85;30,54;43,88;60,72;9,38;56,39;16,33;11,27;22,2;11,85;35,92;48,2;2,3;0,01;110,14;121,55;50,59
1494525600;5;18;232;26;20;20;20;20;12;10;20;20;33,16;12,9;1,93;0,1;0,53;18,32;4,67;1,36;11,94;10,52;3,3;21,49;11,78;24,28;51,48;6,04;2,93;24,49;21,59;0,02;0,55;28,02;28,16;11,57;21,17;35,43;33,63;51,11;55,6;10,84;52,55;13,37;7,4;20,19;8,37;32,07;46,87;0,93;0,03;101,17;118,83;51,26
1494529200;5;19;233;26;20;20;20;20;12;10;20;20;32,57;12,63;1,57;0,08;0,23;19,1;5,08;1,85;12,14;10,1;2,59;20,76;14,33;28,77;54,48;8,47;2,74;21,2;22,32;0,01;0,33;26,94;32,5;12,29;27,55;34,84;34,44;54,34;53,87;11,87;55,84;13;7,57;18,49;5,44;31,22;45,1;0,84;0,12;98,05;113,54;49,22
1494532800;5;20;234;26;20;20;20;20;12;10;20;20;32,6;14,74;1,54;0,08;0,23;19,3;4,82;2,84;13,65;8,6;2,97;19,96;13,83;31,45;56,55;14,94;3,71;20,08;24,84;0,01;0,28;25,96;36,38;15,46;31,76;41,03;34,78;57,66;51,77;12,47;51,85;10,04;6,75;22,15;3,61;32,98;49,21;0,68;0;99,29;117,96;49,13
1494536400;5;21;235;26;20;20;20;20;12;10;20;20;33,97;19,57;1,05;0,06;0,25;18,85;3,19;1,99;12,63;7,34;3,6;21,65;12,46;32,51;71,7;10,02;5,22;22,59;31,01;0;0,2;25,24;41,81;13,06;31,46;45,01;39,65;58,5;53,74;15,1;51,23;8,12;4,2;22,94;3,76;32,18;55,35;0,12;0;88,3;129,41;56,39
1494540000;5;22;236;26;20;20;20;20;12;10;20;20;36,43;18,65;0,71;0,02;0,07;20,32;4,64;2,11;10,21;7,82;3,81;23,36;12,99;30,02;78,1;7,34;5,48;20,9;27,24;0;0,09;21,14;46,13;11,34;26,67;36,72;42,43;63,8;56,55;14,21;56,88;6,44;3,79;20,8;2,93;29,89;59,8;0,36;0;83,01;137,73;55,35
1494543600;5;23;237;26;20;20;20;20;12;10;20;20;30,52;18,45;0,6;0,03;0,03;16,08;5,14;1,76;7,57;3,81;3,37;15,71;10,78;28,71;69;6,01;4,63;15,54;21,84;0;0,01;19,81;39,68;9,64;25,76;34,08;40;55,63;44,72;12,12;48,2;4,97;3,72;16,85;2,7;27,18;60,6;0,44;0;72,76;113,44;46,47
1494547200;6;0;238;26;20;20;20;20;12;10;20;20;21,01;11,14;0,11;0;0,02;8,94;3,58;1,18;5,27;2,51;3,5;11,99;7,83;25,53;52,84;3,89;2,28;11,47;18,77;0;0;16,39;32;10,25;26,46;22,79;33,53;40,16;35,27;9,53;41;3,46;4,33;13,42;2,41;17,27;49,43;0,17;0;54,25;90,12;35,82
1494550800;6;1;239;26;20;20;20;20;12;10;20;20;15,51;9,76;0,11;0;0,02;8,05;1,42;0,33;3,88;2,59;2,47;9,17;6,03;17,31;41,08;1,9;1,83;7,37;14,66;0;0;8,9;24,09;7,2;20,18;17,74;26,29;33,56;27,74;7,87;28,88;2,13;4,1;10,72;2,26;13,7;39,59;0,01;0;37,78;69,11;28,38
1494554400;6;2;240;26;20;20;20;20;12;10;20;20;12,57;8,13;0,15;0;0,02;4,93;0,56;0,31;2,93;3,22;1,28;9,5;3,23;12,85;34,66;2,06;1,88;7,44;12,45;0;0;7,31;20,56;6,19;16,32;15,86;22,07;30,76;24,47;8,43;26,15;1,87;2,57;6,48;2,25;8,61;29,79;0,01;0;33,98;62,96;21,41
1494558000;6;3;241;26;20;20;20;20;12;10;20;20;10,45;7,29;0,16;0;0,03;4,11;0,52;0,46;2,65;2,36;1,4;8,8;2,9;11,12;27,08;2,03;1,79;5,53;11,03;0;0;4,88;19,19;7,18;12,74;12,69;16,09;28,54;22,38;5,84;24,36;2,26;2,27;5,69;2,42;6,22;18,26;0,02;0;30,92;51,77;20,85
1494561600;6;4;242;26;20;20;20;20;12;10;20;20;11,02;6,38;0,08;0;0,02;4,95;0,45;1,1;3,64;3,72;0,7;8,49;3,05;11,82;23,64;2,81;1,84;4,7;10,4;0;0;5,72;18;6,41;13,01;10,4;15,19;27,28;21,51;5,43;23,9;1,84;2,29;6,81;2,7;5,79;15,14;0,02;0;26,27;43,25;18,24
1494565200;6;5;243;26;20;20;20;20;12;10;20;20;10,76;6,82;0,46;0;0,02;4,87;0,43;0,24;3,79;3,21;0,55;8,25;2,59;12,89;24,69;2,6;1,93;6,3;10,23;0;0,07;5,07;17,05;6,9;13,06;11,53;16,25;28,51;22,91;6,09;24,59;3,04;2,47;7,68;2,75;5,52;13,16;0,01;0;26,97;45,93;19,25
1494568800;6;6;244;26;20;20;20;20;12;10;20;20;13,15;8,16;2,12;0;0,28;8,08;0,94;0,42;6,49;4,58;1,19;11,24;3,59;15,3;27,61;3,38;2,09;11;13,96;0;0,25;8;18,48;7,65;13,94;17,64;17,34;31,63;30,58;7,23;29,61;7,99;4,68;13,67;3,48;9,75;22,31;0,04;0;38,16;56,73;25,17
1494572400;6;7;245;26;20;20;20;20;12;10;20;20;17,19;10,76;3,77;0,01;1,22;13,01;2,74;0,98;9,6;9,76;1,9;14,36;5,55;19,69;31,89;5,62;2,38;18,44;16,36;0,01;0,7;14,11;22,07;9,36;16,74;26,04;22,12;39,99;39,29;9,04;37,03;17,67;10,85;18,49;6,22;15,62;33,55;0,32;0,01;57,06;67,69;32,85
1494576000;6;8;246;26;20;20;20;20;12;10;20;20;19,69;11,4;5,1;0,02;5,05;19,05;5,77;1,94;19,5;19,96;4,4;22,69;8,81;18,61;40,8;6,22;2,12;25,99;18,73;0;1,14;21,86;25,81;11,15;16,97;35,49;33,23;39,94;59,2;6,71;44,66;19,66;21,48;27,15;11,02;19,11;44,88;2,05;0;83,93;78,77;44,47
1494579600;6;9;247;26;20;20;20;20;12;10;20;20;15,56;10,19;3,55;0,01;8,1;24,04;6,71;1,6;20,29;23,89;6,75;28,87;11,29;16,55;56,18;7,92;2,01;23,11;18,98;0;0,8;23,42;33,79;12,95;17,13;36,44;0;33,43;69,38;6,88;52,2;17,56;29,85;26,76;15,44;17,99;49,04;1,59;0,04;81,64;104,54;53,15
1494583200;6;10;248;26;20;20;20;20;12;10;20;20;11,72;9,56;2;0,02;9,44;31,59;5,4;1,92;18,74;26,91;4,67;33,25;10,94;19,18;65,93;7,08;2,36;19,45;17,74;0;0,32;28,14;35,47;15,06;16,63;30,65;0;34,94;66,79;5,92;58,27;15,73;30,13;25,04;16,22;16,64;54,6;1,38;0,13;80,34;130,43;50,25
1494586800;6;11;249;26;20;20;20;20;12;10;20;20;15,99;9,32;1,83;0,04;10,37;30,11;4,03;1,83;17,54;24,66;3,97;32,1;10,17;17,44;62,81;6,83;2,65;20,06;15,87;0;0,45;29,47;37,57;17,49;14,42;31,6;0;33,67;67,11;7,58;64,06;14,62;30,78;26,04;19,07;17,5;59,5;0,78;0,22;90,35;135,21;42,65
1494590400;6;12;250;26;20;20;20;20;12;10;20;20;16,02;9,19;2,08;0,04;9,62;31,58;5,53;0,88;19,07;28,91;4,5;28,48;8,52;18,33;64,97;5,4;2,08;20,47;16,3;0;0,44;30,77;37,37;16,51;11,6;31,02;0;36,5;66,26;6,66;60,92;17,38;27,44;22,04;17,37;18,11;51,61;0,4;0,22;95,4;142,35;49,88
1494594000;6;13;251;26;20;20;20;20;12;10;20;20;15,74;7,82;1,97;0,07;8,32;33,07;4,07;1,36;17,82;29,8;4,26;25,45;8,8;19,99;61,44;6,59;3,1;19,51;18,48;0,01;0,37;28,52;36,33;14,76;11,5;28,74;0;35,86;68,75;6,14;59,48;18,15;24,54;24,29;18,31;19,06;52,17;0,59;0,21;89,76;141,35;54,3
1494597600;6;14;252;26;20;20;20;20;12;10;20;20;15,99;7,49;2,89;0,1;8,6;28,04;4;1,71;17,52;25,57;4,2;19,59;10,17;19,48;60,73;6,24;3,02;23,21;13,93;0,02;0,58;34,73;34,07;15,94;17,97;31,61;0;35,82;64,25;6,98;54,63;18,15;21,58;23,04;19,25;23,69;53,91;0,74;0,22;98,48;141,79;56,51
1494601200;6;15;253;26;20;20;20;20;12;10;20;20;20,49;9,67;3,21;0,12;8,49;26,07;5,29;1,3;15,2;21,12;3,12;14,53;8,06;22,5;63,06;6,22;2,33;27;14,45;0,01;0,69;31,49;35,33;13,38;18,17;38,8;0;38,86;65,54;6,83;57,7;20,07;19,28;27,5;14,76;26,39;55,94;1,1;0,21;104,97;144,76;59,28
1494604800;6;16;254;26;20;20;20;20;12;10;20;20;20,01;8,22;3,27;0,17;3,34;24,49;5,4;0,49;14,88;11,07;2,04;12,66;8,64;21,81;65,79;5,08;2,33;23,73;12,48;0,03;0,76;32,03;36,28;15,7;20,14;41,94;0;38,8;59,16;8,21;53,77;18,21;15,04;22,37;11,36;29,5;50,9;0,95;0,51;104,43;143,96;58,38
1494608400;6;17;255;26;20;20;20;20;12;10;20;20;21,96;8,97;2,83;0,16;0,51;20,52;5,97;0,61;13,52;5,85;3,02;14,23;13,42;23,59;63,46;5,97;3,49;24,12;16,54;0,03;0,6;31,63;33,94;11,77;22,57;43,14;0;39,61;45,66;9,48;50,79;16,09;9,36;19,84;9,85;29,46;50,71;0,89;0,07;98,87;140,3;59,69
1494612000;6;18;256;26;20;20;20;20;12;10;20;20;24,61;10,67;2,12;0,09;0,43;23,37;3,62;0,82;10,1;4,77;3,46;14,77;11,03;21,9;67,66;9,01;3,55;18,91;20,57;0,01;0,49;28,14;36,56;14,03;20,43;41,48;0;42,26;47,7;11,49;53,45;12,16;6,06;16,83;9,44;27,5;47,72;1,03;0,14;86,7;136,51;56,6
1494615600;6;19;257;26;20;20;20;20;12;10;20;20;21,7;11,48;1,77;0,07;0,18;18,49;4,67;0,48;11,22;6,57;3,3;11,59;11,37;23,4;65,03;11,08;3,38;18,45;18,8;0,02;0,4;28,23;38,69;13,66;20,28;33,21;0;44,53;48,37;9,49;52,52;9,83;6,14;18,66;7,97;27,17;51,64;1,33;0,01;86,43;129,42;53,86
1494619200;6;20;258;26;20;20;20;20;12;10;20;20;22,58;10,94;1,38;0,07;0,02;16,27;5,21;1,18;9,92;7,08;4,44;15,28;10,55;24,57;70,47;10,22;3,75;17,63;22,37;0,01;0,32;29;39,44;13,45;21,87;35,72;0;43,75;47,43;11,28;50,61;9,52;6,03;15,04;7,53;25,4;54,74;1,87;0,04;87,56;129,54;58,85
1494622800;6;21;259;26;20;20;20;20;12;10;20;20;25,25;13,14;1,25;0,02;0,02;18,27;3,94;1,07;9,43;6,09;4,4;17,07;11,75;28,34;75,1;11,8;4,32;15,42;24,18;0,01;0,21;28,89;41,3;13,99;24,99;36,56;0;45,13;48,54;10,08;52,55;8,44;6,67;19,22;5,56;24,96;57,94;2,36;0,02;74,82;132,13;61,9
1494626400;6;22;260;26;20;20;20;20;12;10;20;20;27,23;15,66;0,98;0,05;0,22;16,74;3,66;1,59;8,41;6,38;3,35;14,01;12,17;28,6;72,79;8,67;4,74;15,19;22,31;0,01;0,17;28,83;47,82;13,37;21,36;36,14;0;47,17;51,93;10,38;54,73;7,71;6,04;16,85;5,12;25,81;56,61;0,88;0;67,6;133,45;61,32
1494630000;6;23;261;26;20;20;20;20;12;10;20;20;24,67;13,22;0,51;0,02;0,45;14,22;3,91;2,53;7,54;6,44;3,48;12,85;10,34;25,35;62,38;5,79;5,73;16,35;20,36;0;0,07;22,93;47,2;11,68;22,64;31,26;0;42,53;47,35;8,28;49,5;6,63;4,45;15,03;4,72;22,75;55,22;1,01;0;67,41;128,41;56,19
1494633600;7;0;262;26;20;20;20;20;12;10;20;20;18,22;10,77;0;0;0,36;12,52;3,46;2,06;6,21;7,27;3,16;13,11;9,26;22,96;52,88;4,32;2,94;10,6;16,11;0;0;14,15;37,22;8,48;17,21;28,88;0;38,18;39,63;7,02;47,98;3,6;3,19;14,22;3,09;17,65;49,86;0,4;0;55,75;140,95;51,28
1494637200;7;1;263;26;20;20;20;20;12;10;20;20;14,1;7,49;0,01;0;0,26;12,23;2,52;1,75;3,52;7,16;3,3;11,28;6,97;16,67;41,23;3,18;2,55;9,39;11,33;0;0;8,87;28,07;8,72;18;28,66;0;34,65;27,9;8,01;39,41;2,55;2,89;10,95;2,81;13,52;43,13;0,18;0;47,78;134,68;38,9
1494640800;7;2;264;26;20;20;20;20;12;10;20;20;11,34;6,6;0,01;0;0,29;10,99;1,54;0,51;4,6;5,87;1,35;8,52;5,43;12,45;33,77;2,64;2,85;7,55;9,61;0;0;7,48;23,55;7,59;15,18;28,01;0;27,48;24,84;7,9;29,28;2,98;2,75;7,75;2,48;10;31,66;0,1;0;40,57;107,65;28,05
1494644400;7;3;265;26;20;20;20;20;12;10;20;20;8,46;6,64;0,03;0;0,17;7,51;0,92;0,48;2,38;4,93;0,82;6,44;4,08;11,26;30,02;3,56;2,09;7,8;8,44;0;0;6,24;22,03;7,97;12,14;24,77;0;26,13;22,98;7,98;27,53;3,3;2,54;5,82;2,27;7,39;23,41;0,11;0;30,17;82,76;24,66
1494648000;7;4;266;26;20;20;20;20;12;10;20;20;7,48;5,42;0,03;0;0,47;7,1;0,75;0,21;2,51;2,66;0,9;5,93;4,21;10,67;28,41;3,81;2,19;5,4;6,68;0;0;6,9;21,63;8,77;12,14;12,12;0;25,55;19,52;8,53;28,23;1,91;2,43;6,01;2,42;7,51;21,42;0,09;0;26,66;64,15;22,22
1494651600;7;5;267;26;20;20;20;20;12;10;20;20;7,88;5,47;0,12;0,01;0,86;7,62;0,52;0,35;1,95;3,91;0,65;5,34;4,57;11,85;28,57;2,16;2,2;3,63;8,24;0;0,03;6,92;19,34;8,06;11,35;10,93;0;25,67;17,78;8,08;23,34;3,01;2,59;7,2;2,05;6,42;19,63;0,27;0;22,34;55,02;23,35
1494655200;7;6;268;26;20;20;20;20;12;10;20;20;7,59;5,34;0,44;0;1,03;6,99;0,49;0,21;2,37;4,36;0,73;5,66;6,42;12,92;30,21;2,43;2,19;5,45;8,09;0;0,1;4,78;19,09;7,44;11,07;11,67;0;25,51;21,62;7,31;22,65;4,66;2,97;6,47;1,9;6,26;18,52;0,47;0;22,91;53,72;24,31
1494658800;7;7;269;26;20;20;20;20;12;10;20;20;8,73;7,95;0,51;0;0,03;12,41;1,3;0,37;5,17;3,34;0,73;6,65;7,97;14,15;32,88;4,23;2,99;7,66;8,83;0;0,09;6,77;22,91;7,28;14,19;14,21;0;27,2;23,86;7,83;24,17;4,71;2,49;8,48;2,06;7,36;19;0,16;0;36,38;61,03;24,33
1494662400;7;8;270;26;20;20;20;20;12;10;20;20;15,59;9,17;0,77;0,01;0,02;13,46;2,69;1,21;10,45;4,05;1,13;11,77;8,07;18,6;48,31;6,38;2,64;11,19;9,68;0;0,17;11,96;31,28;7,81;13,77;18,46;0;36,44;32,65;7,39;29,91;4,45;3,22;12,8;2,89;10,87;25,13;0,57;0;42,97;73,08;32,78
1494666000;7;9;271;26;20;20;20;20;12;10;20;20;20,61;10,36;1,44;0,01;0,03;18,34;2,77;0,95;7,21;4,43;2,44;12,66;10,24;23,92;56,02;6,61;3,28;14,22;11,53;0;0,31;15,79;40,15;8,42;18,46;25,08;0;44,28;39,06;8,59;33,51;6,98;4,12;15,37;3,67;14,46;33,59;0,45;0;66,55;90,83;41,29
1494669600;7;10;272;26;20;20;20;20;12;10;20;20;23,64;11,15;1,39;0,01;0,25;20,32;4,68;0,64;8,5;4,23;1,87;14,02;9,51;25,88;64,31;4,95;2,29;13,78;17,49;0;0,32;22,13;42,49;11,25;19,07;26,44;0;47,37;41,82;9,05;40,8;7,39;5,1;16,14;3,36;17,11;41,26;0,99;0;73,59;112,04;45,72
1494673200;7;11;273;26;20;20;20;20;12;10;20;20;20,65;9,74;1,54;0,02;0,17;17,46;3,85;0,8;8,79;4,32;1,48;13,45;11;25,76;70,11;5,05;2,51;18,18;18,28;0;0,32;21,48;46,96;13,73;19,99;31,23;0;44,19;43,86;12,42;48,06;9,07;5,18;15,4;5,02;20,55;49,98;1,08;0,09;81,49;116,8;54,62
1494676800;7;12;274;26;20;20;20;20;12;10;20;20;20,78;8,95;1,77;0,03;0,41;17,62;4,95;0,72;7,51;5,42;4,03;11,44;11,04;27,19;69,21;7,42;2,05;18,62;17,39;0;0,42;22,72;45,7;13,4;19,95;28,07;0;39,28;46,2;12,01;50,28;9,95;6,43;20,27;5,52;21,69;44,22;1,04;0,27;82,61;116,84;58,06
1494680400;7;13;275;26;20;20;20;20;12;10;20;20;18,76;9,04;1,96;0,03;0,53;17,01;4,89;0,42;10,04;4,58;2,96;13,63;11,17;24,79;62,99;7,81;2,2;19,53;17,88;0;0,39;23,79;42,21;12,36;16,55;28,53;0;37,24;42,71;9,19;49,21;10,86;6,07;20,45;5,66;21,33;46,53;1,91;0,12;80,75;114,48;57,61
1494684000;7;14;276;26;20;20;20;20;12;10;20;20;20,8;8,28;1,94;0,05;1;12,5;4,56;0,96;6,81;4,84;3,05;13,15;11,02;21,07;58,92;5,7;2,62;19,32;14,89;0;0,38;25,15;41,93;10,67;17,47;25,51;0;35,48;42,22;7,55;42,77;11,25;6,01;16,68;5,82;25,12;38,01;2,27;0,42;80,89;108,16;52,41
1494687600;7;15;277;26;20;20;20;20;12;10;20;20;22,66;8,41;2,01;0,03;1,22;14,39;3,87;0,85;7,17;5,56;3,29;14,13;8,79;21,4;59,07;7,26;3,11;18,71;15,19;0,01;0,47;26,15;43,07;9,56;18,81;27,71;0;36,52;42,52;7,21;42,8;10,68;4,85;15,91;6,05;24,11;39,45;1,72;0,02;86;101,45;45,46
1494691200;7;16;278;26;20;20;20;20;12;10;20;20;25,57;10,28;1,99;0,06;0,38;17,31;3,81;0,57;7,34;4,7;3,25;11,69;9,42;21,38;61,02;5,73;2,93;16,03;15,46;0,01;0,56;23,39;48,21;9,32;20,1;27,95;0;35,36;43,65;7,23;41,28;11,08;3,91;13,66;7,6;23,87;35,41;2,72;0,01;90,04;106,38;46,36
1494694800;7;17;279;26;20;20;20;20;12;10;20;20;25,7;11,42;2,12;0,08;0,26;15,57;5,1;0,75;8,05;5,09;3,47;11,27;10,68;24,07;58,96;5,77;3,18;17,65;14,58;0,02;0,51;20,6;46,15;10,32;20,33;26,66;0;38,64;42,28;7,65;40,47;10,72;4,39;17,21;7,22;21,91;44,44;1,35;0;91,64;112,53;45,45
1494698400;7;18;280;26;20;20;20;20;12;10;20;20;29,33;11,67;1,78;0,05;0,51;17,42;4,14;0,9;9,59;6,13;3,86;14,11;13,73;27,15;65,48;6,55;2,86;14,36;14,46;0,01;0,39;18,48;45;9,44;20,58;29,25;0;38,33;42,52;9,98;42,96;9,75;4,83;16,89;5,42;20,64;46,71;1,4;0,01;91;110,16;48,47
1494702000;7;19;281;26;20;20;20;20;12;10;20;20;28,76;10,07;1,73;0,06;0,59;20,15;4,66;0,89;8,76;5,01;1,92;13,99;11,85;27,95;72,82;7,59;2,86;14,6;14,58;0;0,3;18,65;44,64;11,02;18,35;26,93;0;42,36;43,51;8,77;40,46;10,55;4,29;18,34;5,32;19,16;48,21;0,77;0;84,34;105,19;52,58
1494705600;7;20;282;26;20;20;20;20;12;10;20;20;24,96;11,97;1,36;0,03;0,63;17,32;4,86;1,04;9,83;5,79;3,45;16,31;11,01;30,56;76,33;8,52;2,31;17,87;16,29;0,01;0,22;21,98;50,12;10,76;20,8;25,97;0;46,46;37,3;9,81;41,62;8,06;4,57;17,44;6;20,16;46,4;1,21;0;85,81;112,17;52,62
